"id","created_at","username","text","retweets","likes","lang"
"1873707159277756616","Mon Dec 30 12:26:13 +0000 2024","Dinda965Putri","@PT_Transjakarta 8 &amp; 9 ada perubahan operasional?","0","0","in"
"1873388217560653974","Sun Dec 29 15:18:51 +0000 2024","duskhalcyon","@PT_Transjakarta Min mau tanya, halte pertama dan akhir s21 masih di pool ppd kah atau sudah pindah dikrnkan perubahan tj?","0","0","in"
"1873331880382419369","Sun Dec 29 11:34:59 +0000 2024","jeewwwje","@PT_Transjakarta tp rute nya ada perubahan gak min ?","0","0","in"
"1873195077910315387","Sun Dec 29 02:31:23 +0000 2024","BudimanDjojo","@PT_Transjakarta Apakah perubahan penamaan kode rute mempengaruhi layanan transjakarta yang sudah ada sekarang?","0","0","in"
"1872593265830310040","Fri Dec 27 10:40:00 +0000 2024","detikcom","Mulai tanggal 1 Januari 2025, nama rute layanan AMARI Transjakarta mengalami perubahan dengan tidak lagi menggunakan kode huruf M di awalannya. https://t.co/RnjSr7EsTK","0","1","in"
"1872533773017088100","Fri Dec 27 06:43:36 +0000 2024","9300PM","Halo min, mau tanya apakah ada perubahan jalur TJ pada saat malam tahun baru nanti? Untuk daerah bundaran hi &amp; sudirman @PT_Transjakarta","0","0","in"
"1872473873142444463","Fri Dec 27 02:45:34 +0000 2024","HirekaEric","@PT_Transjakarta Ada perubahan yang kosmetik, ada yang substansial. Yang dinantikan yang substansial berupa headway maksimal 15 menit, eh yang berubah yang kosmetik.","0","2","in"
"1872220161652179066","Thu Dec 26 09:57:25 +0000 2024","BuswayFansC","Setelah lama menjadi layanan Non BRT terintegrasi Halte  Sayangnya pada tahun 2023, rute ini kembali mengalami perubahan lagi dengan berubah menjadi layanan Non BRT Full  Dan titik startnya juga berubah dari yang sebelumnya di ASMI menjadi Terminal Pulo Gadung https://t.co/LEij23tXug","2","7","in"
"1872204345695260990","Thu Dec 26 08:54:34 +0000 2024","violet20__","Min kalo dr kampus 1 uin ke kemenkumham rasuna said, rutenya apaa ya? Katanya ada perubahan rute kemarin, thx min @PT_Transjakarta","0","0","in"
"1872143699255414969","Thu Dec 26 04:53:35 +0000 2024","yvtsrindira","@PT_Transjakarta halo min, ini aku bantu rangkumin yaa 😊 semoga cepet ada perubahan. Karena ga nyaman banget jujurlyyy. Bis biru masih jadi pemenang karena terintegrasi MRT jadi mohon banget jangan di downgrade 🙏","0","0","in"
"1871895262148628922","Wed Dec 25 12:26:23 +0000 2024","Caramelollate17","@stravenues Pejabat kontol, koridor satu itu LEGENDA TRANSJAKARTA, JALUR PERTAMA KALI perubahan transum, mangkannya jangan kebanyakan naek transportasi pribadi tod","0","0","in"
"1871705012327624920","Tue Dec 24 23:50:24 +0000 2024","kwonsyxz","@PT_Transjakarta 6H lebak bulus, 1 jam lebih saya tunggu dari jam setengah 6. Sekarang udh jam brp. Sudah sering saya lapor tapi gak ada perubahan jalur senen lebak bulus ini.","0","0","in"
