"id","created_at","username","text","retweets","likes","lang"
"1873766139865784601","Mon Dec 30 16:20:35 +0000 2024","mi_error5001","@mermasids Bagus mobilnya bang","0","0","in"
"1873739879978520580","Mon Dec 30 14:36:14 +0000 2024","renjwunh","Kalau bukan karena karakter TJ yang pecicilan dan komedi dikit ni + art-nya yang emang bagus, manhwa kayaknya ga bakal banyak yang baca. Premisnya klasik, plotnya ketebak, and the r@pe?? I still like it, tho.","0","1","in"
"1873686486908080506","Mon Dec 30 11:04:04 +0000 2024","jesjesky","Bagus supirnya MYS-22362 @PT_Transjakarta arah UI, berenti tiap halte n dibuka semua pintu (dan memang seharuanya). Cuma mesin tap kartu nya aja yg jelek.","0","0","in"
"1873683149810716885","Mon Dec 30 10:50:48 +0000 2024","bgus_hrmawn","@PT_Transjakarta Besok T11 dan T12 beroperasi sampai jam berapa dari poris Plawad?","0","0","in"
"1873683050955178187","Mon Dec 30 10:50:25 +0000 2024","bgus_hrmawn","@PT_Transjakarta Besok selain layanan amari 1 - 14 yang beroperasi di atas jam 22.00 apakah ada min?","0","0","in"
"1873597010881994800","Mon Dec 30 05:08:31 +0000 2024","cameonyatristan","btw skrng tmpt olahraga di tj jd bagus bngt kyk di plaza senayan","0","0","in"
"1873575060591804657","Mon Dec 30 03:41:18 +0000 2024","harmourny","Gua sangat bersyukur di daerah rumah gua ada TJ (bkan mikrotrans) tapi masih blum maksimal krn gk ada trotoar. Padahal ya menurut gua adanya TJ ini bagus bgt krn angkot skrg cuma ada 1 yg beroperasi dan gk sampe lewat dr jam 8 malem.","0","0","in"
"1873516360472608818","Sun Dec 29 23:48:03 +0000 2024","bgus_hrmawn","@PT_Transjakarta Min, kenapa pemberangkatan T12 dari Poris Plawad jaraknya lama ya gak seperti T11 ?","0","0","in"
"1873515532567400517","Sun Dec 29 23:44:45 +0000 2024","bgus_hrmawn","@PT_Transjakarta 7W dari Kereta Cepat Halim terakhir jam berapa","0","0","in"
"1873461751871938846","Sun Dec 29 20:11:03 +0000 2024","woydantee","Lagi nunggu busway ada ibu² nyolek gua dan bilang ""jaketnya bagus mas"" gua jawab ""hehe, makasih bu"" dan tiba-tiba banget ibu² itu nanya ""tau gak mas artinya apa?"" cukup shock gua dengernya tapi gua jawab dengan tenang dan menurut gua pribadi begini kira-kira jawaban gue - https://t.co/eYOEsDUqNt","0","0","in"
"1873426034768675058","Sun Dec 29 17:49:07 +0000 2024","mirta07","jadi 2017 gue nganterin bule kantor gue yg dari rusia ke ragunan. trs pulangnya dia minta naik TJ. dia kagum bgt sm TJ katanya bagus bgt, bersih bgt. gue pas itu kaya kaget bisa-bisanya bule takjub sama transportasi umum jkt","0","1","in"
"1873215042474414446","Sun Dec 29 03:50:43 +0000 2024","jongin_ty","Terlalu positif kalau diambil dari pov org yg tinggal di jkt, jelas banget dari thread itu kakaknya kalau mereka bukan di jkt. Jelas bgt juga cuma di jkt, transportasi publik yang (bisa dikategorikan) bagus. We have krl, mrt, transjakarta, &amp; lrt.","0","0","in"
"1872970578652778853","Sat Dec 28 11:39:18 +0000 2024","bgus_hrmawn","@PT_Transjakarta Min, layanan SH1 keberangkatan terakhir dari Kalideres jam berapa ya","0","0","in"
"1872904600212389928","Sat Dec 28 07:17:08 +0000 2024","ululazmisyfr","SEGINI AMAT BUAT MAKAN GRATISSSSS eh lu tau ga mulyaniii siapa yang naikin itu bisss???? kuli sayuuurr tau ga lu, biar apa mereka naik bis? biar murah sattttt. sakit hati bgt ngeliatnya 💔💔💔💔  jalur 1A TJ tadinya juga udah bagus, diganti TB biar efisien eh malah dihapus 💔","1","1","in"
"1872824219480014910","Sat Dec 28 01:57:43 +0000 2024","AlvChrist","Jogja ki tata kota wes acak2an padahal blueprintnya bagus.  Sekarang macet karena jalan cuma segitu aja gedenya. Transum? Lihatlah halte dan bus tj itu dah kek simulasi post apocalypse.","8","36","in"
"1872818541814268207","Sat Dec 28 01:35:10 +0000 2024","antropolohis","@BuruhYogyakarta TJ mau dikurangi jalur TP Bogor mau dikurangi jalur Surabaya Sekarang Yogya  Susah amat pengen transum yang bagus doang","326","2187","in"
"1872779717893595179","Fri Dec 27 23:00:53 +0000 2024","madokafc1","@jokowizz_ @bopduana Bagus 😎 jualan munisi pindad  ke Israel (khusus buat YTTA)   Momen Ketika armorer brigade golani menemukan label Mu 3 Tj di box munisi yang akan dibagikan dilapangan","0","1","in"
"1872647650648207424","Fri Dec 27 14:16:06 +0000 2024","hannihaeyow","eh, ini tumben koridor tj arah rumah bis nya yg bagus?? Biasanya yg kecil n sempit ntu? udh seminggu nih ku lihat-lihat","0","0","in"
"1872624214307692658","Fri Dec 27 12:42:59 +0000 2024","rdys___","Udah bagus yaa di satu titik ada stasiun lrt,mrt dan tj sekaligus, malah digusur. Biar apa weyy? 🫢🫢","0","0","in"
"1872620331107848498","Fri Dec 27 12:27:33 +0000 2024","fwbenefit233391","@stravenues Proyek trans masal ga di imbangin gage juga percuma  Tapi sepertinya sistem bisnis pemkot terhadap trans masal ga berjalan  5000 keliling kota  sebenernya sudah bagus dan by transit  Ga harus ikutin 3509 transjakarta","0","0","in"
"1872620212543275252","Fri Dec 27 12:27:04 +0000 2024","bgus_hrmawn","@PT_Transjakarta @CommuterLine Apakah tanggal 31 Desember - 1 Januari Rp 0 ?","0","0","in"
"1872577275918749932","Fri Dec 27 09:36:28 +0000 2024","marudiyafu","Di TJ dikasih kursi sama kakek2, mukanya bersih banget, cerah, energinya bagus 🥺❤️ Masyaa Allah good vibes pokoknya..","0","2","in"
"1872569622203162690","Fri Dec 27 09:06:03 +0000 2024","sikucingbanget","@_BangFu MRT jelas sih banggg  Cuma daerah2 lain masi aga pr, gue dr meruya ke sudirman pake motor sih 40 menit sampe tp naik TJ sejam 10 menit lah rata2, ya emg harus ada yg dikorbanin sihh  Semoga next nya merata karna gue akuin transjakarta ternyata bagus, gue nya aja yg baru tau 😁","0","0","in"
"1872521402370367780","Fri Dec 27 05:54:26 +0000 2024","winnadrs","bagus banget armada bus @PT_Transjakarta yang baru. bersih &amp; wangi. cuma minusnya bus yg baru ini kursinya ga banyak aja. tapi overall bikin nyaman😍 https://t.co/8XG2wIPPxw","0","0","in"
"1872500132874465566","Fri Dec 27 04:29:55 +0000 2024","fleursque","dem guys tj baru bagus amat","0","0","in"
"1872494475169370539","Fri Dec 27 04:07:26 +0000 2024","qronoz","Keuntungan tinggal di Cipulir: akses ke perpustakaan Jakarta Selatan cuma 15 menit naik TJ tambah jalan kaki dikit. Pinjem buku bagus-bagus segala bahasa, membershipnya gratis, pinjemnya juga gratis. Terima kasih @DKIJakarta untuk hasil kelolaan pajaknya 🙏 https://t.co/izBIlytIcv","2","14","in"
"1872471261856805371","Fri Dec 27 02:35:12 +0000 2024","____pambudi","Bagus juga bus listrik tj yg baru","0","0","in"
"1872257742712578504","Thu Dec 26 12:26:45 +0000 2024","maduTJ957","@dimsumluvrs Blm baca yang terbaru… tulisan kak bubu gak pernah gagal selalu bagus dan tidak membosankan","0","0","in"
