"id","created_at","username","text","retweets","likes","lang"
"1872851423391826404","Sat Dec 28 03:45:49 +0000 2024","land_yok","@kepalamumet @maafbukanalter @PT_Transjakarta @j5base @txttransportasi @BisKota_ @adriansyahyasin @Rikigus Coba senggol mayor teddy, doi sptnya msh responsif","0","0","in"
"1866662630821335294","Wed Dec 11 01:53:46 +0000 2024","doresekai","On-board tap machine di bbrp armada @PT_Transjakarta ada yg udh di upgrade. I wud say upgrade krn lebih responsif dan cepet dibanding device yg lama. Trs ada fitur barcode (tp blm nyoba sih berfungsi apa engga).  Nice bgt upgrade nya😌👏💯 https://t.co/SLJ6KZPmnd","0","1","in"
"1863992807968723418","Tue Dec 03 17:04:51 +0000 2024","medicinedine","pls dong isi kos kosannya dah... orangnya responsif abisssszzz trs deket darimana2 tj, angkot, dll. mana murah lg... tolong dong... gw harus apa lagi anjir #koskosan #jaksel #pasarminggu #kosjaksel #kos","0","0","in"
"1861179278152605714","Mon Nov 25 22:44:53 +0000 2024","dipsydib","tolong dong untuk tap 4b dibenerin tap nya.. lama bgt gak responsif, kadang kepotong 2x. thankyou @PT_Transjakarta","0","0","in"
"1855923498423923065","Mon Nov 11 10:40:18 +0000 2024","andiebrettdanae","@PT_Transjakarta mohon L13E dari arah flyovee kuningan diatur agar lebih responsif, sudah menunggu lebih dari 20 menit untuk arah puri beta","0","0","in"
"1854779144510599476","Fri Nov 08 06:53:02 +0000 2024","aempty_paper","@PT_Transjakarta Terima kasih min atas tindaklanjutnya dan responsif nya. semoga Transjakarta terus berkembang","0","0","in"
"1854146970463662130","Wed Nov 06 13:01:00 +0000 2024","ririsrm","@PT_Transjakarta min, alat tap kartu di bus2 di upgrade dong biar lebih responsif dan klo bisa dibikin ada suaranya gitu misal ""tap in/out berhasil"" biar lebih meyakinkan.. kebanyakan alatnya dah pada jadul dan kurang responsif jd bikin antrian panjang nunggu tap nya berhasil~","0","0","in"
"1849603979111727461","Fri Oct 25 00:08:47 +0000 2024","nurulaime","Terpantau mesin tap in onboard @PT_Transjakarta udah baru dan lebih responsif ! Good job, teruskan !","0","0","in"
"1848353028405145868","Mon Oct 21 13:17:57 +0000 2024","jognwoo","@PT_Transjakarta terima kasih ya admin sudah responsif terhadap masalah ini! 🙏🏻","0","0","in"
"1847984517283496205","Sun Oct 20 12:53:37 +0000 2024","skysieee","@PT_Transjakarta min tolong dong mesin tap in/tap out lebih peka kode qr susah bgt nge scannya, ga kaya krl yg responsif","0","0","in"
"1840937047902863759","Tue Oct 01 02:09:29 +0000 2024","tirtaannas","@PT_Transjakarta Semua gate kalian itu bapuk uda rahasia umum, kalo scan tiket barcode yg beli di apps jaklingko gagal mulu, bandingin sama gate nya @CommuterLine jauh lebih responsif","0","0","in"
"1840776701166686270","Mon Sep 30 15:32:20 +0000 2024","Mkhlbnhrd","@txtdrjkt aplikassinya bagusssssssss ui nya clean dan responsif, jauh banget dari app tije yg dulu. tinggal butuh update wayfinder untuk transitnya aja yg belum bagus  sayang cuman baru bisa beli tiket qr lewat astrapay tapi ya itu kebijakan pt TJ nya","0","4","in"
"1835475244485836917","Mon Sep 16 00:26:14 +0000 2024","almondies99","Kemarin pulang dan pergi naik transjakarta. Lumayan kaget karena semakin rapi, ngga perlu lama nunggu, penumpangnya juga responsif ngasih tempat duduk untuk prioritas. Pas berangkat banyak lihat wajah sumringah warga Jakarta mau jalan-jalan di sekitar kota, - https://t.co/5B7r4tGYZy","0","6","in"
"1835265232744456559","Sun Sep 15 10:31:43 +0000 2024","AriqAidit","Jaklingko, revitalisasi taman publik, integrasi transportasi publik kayak TJ lebih baik, perbaikan banyak halte untuk publik, Community Action Plan kampung Kota, buat aplikasi responsif untuk warga, perbaikan BUMD logistik , dll.","1","12","in"
"1835261750306083051","Sun Sep 15 10:17:53 +0000 2024","daevus_","@PT_Transjakarta mending lu nambah gate dah, atau ganti itu mesin tap ke yang lebih responsif. Kasian bgt antrean nguler begini buat keluar halte doang  Cc: @txttransportasi @TfJakarta https://t.co/QOxkqZoBYL","0","4","in"
"1833736376736715143","Wed Sep 11 05:16:36 +0000 2024","Bamsgungunawan","@PT_Transjakarta selamat siang, lupa menyampaikan bahwa kemarin sore kami melihat dan kagum dengan petugas (ibu ibu) di halte Galunggung, responsif sekali khususnya kepada lansia. Hal ini di dukung dgn mas mas Despachernya. Bravo TJ, sahabat pengguna TJ","0","0","in"
"1830764868041162945","Tue Sep 03 00:28:53 +0000 2024","101kwanieboo2","bye beneran terakhir naik 4C, bisanya bikin telat doang 👍padahal bus nya skrg udh bisa penuhin tempat duduknya, banyak yg naik. Bukannya improve malah makin jelek. Mesin tap jg jelek ga responsif @PT_Transjakarta","0","0","in"
"1827213856277758405","Sat Aug 24 05:18:25 +0000 2024","bocilsikucing","@PT_Transjakarta terimakasih infonya. sedikit masukan: aplikasinya ga responsif (hampir gabisa dipake) mohon diperbaiki yaa","0","0","in"
"1821195590744871366","Wed Aug 07 14:43:59 +0000 2024","_novikurniaa","@PT_Transjakarta Aku 3x topup di mesin tj nggak pernah masuk, lapor pun juga percuma. Mesinnya busuk banget!!!!!  Asli bikin kesel, di ig kurang responsif juga. Nominal nggak gede cuma 3x udahan bapuk beenr","0","0","in"
"1819201771140792335","Fri Aug 02 02:41:16 +0000 2024","hickeymemo","tolong lah pramu halte duren tiga jam 09.30 ga responsif dalam membantu lansia top up KUE @PT_Transjakarta minimal di edukasi lagi SOPnya seperti apa.","0","0","in"
"1813356376183496769","Tue Jul 16 23:33:45 +0000 2024","livsgjm","@PT_Transjakarta min, saldo flazz saya SELALU terpotong double. sudah mencoba chat wa ke service center tp tidak responsif. bagaimana yaa? https://t.co/2rJwSaOHXb","0","0","in"
