"id","created_at","username","text","retweets","likes","lang"
"1757349609184383029","Tue Feb 13 10:22:51 +0000 2024","fnawangm","@PT_Transjakarta tinjau ulang penyesuaian rute B11 &amp; B21, backgroundnya apa sih bisa jadi sengawur ini halte akhir yg di jkt, ngide banget sih turun pinggir jalan, udah bagus langsung turun ke halte busway. Kecewa min kecewa.","1","0","in"
"1756673518199361556","Sun Feb 11 13:36:18 +0000 2024","rafbany","Hallo min @PT_Transjakarta rute d11 di tanggal 14 febuari beroperasi normal kah? Atau ada penyesuaian?","0","0","in"
"1755364074207224281","Wed Feb 07 22:53:03 +0000 2024","TfJakarta","Wah ada yang comeback nih di Jalan Tubagus Angke!🔥  Halo Teman FDTJ👋 Setelah tutup saat pandemi, kini rute Transjakarta 3D kini kembali. Rute 3D mengalami penyesuaian lintasan menjadi Taman Kota-Penjaringan, dan terintegrasi dengan Koridor 3, 8, 9, dan 12.  Lihat peta rutenya di bawah yuk👇","9","64","in"
"1754736678596653497","Tue Feb 06 05:20:00 +0000 2024","hariankompas","Penyesuaian rute dan kurangnya informasi rute Transjakarta masih menjadi kendala sejumlah penumpang. #Metro #AdadiKompas  https://t.co/EoHBXthr58","0","0","in"
"1752678242727924064","Wed Jan 31 13:00:30 +0000 2024","antaranews","TransJakarta melakukan penyesuaian terhadap dua layanan, yakni rute Blok M-Kota (Koridor 1) dan Cililitan-Juanda (5C) akibat adanya aksi massa di sekitar Patung Kuda, Jakarta Pusat. https://t.co/0SRFQ0e85M","0","0","in"
"1752578857474150485","Wed Jan 31 06:25:35 +0000 2024","kompascom","Penyesuaian dilakukan agar bus transjakarta yang biasa melewati rute itu tetap dapat melayani penumpang. https://t.co/e2uJIbVK8Q","0","0","in"
"1750107700837708044","Wed Jan 24 10:46:05 +0000 2024","her_fnu","@AbanggSayur “Penyesuaian” rute per Januari 2024 Transjakarta 9H (Pasar Minggu-Cipedak) &amp; Transjakarta 6W (Duren-Tiga Blok M)","0","1","in"
"1747962100440502371","Thu Jan 18 12:40:14 +0000 2024","sofiecoffe","@PT_Transjakarta min, kok hari ini busway 8D (blok m joglo ditungguin gak dtg dtg ya :”( apakah ada penyesuaian rute ya?","0","0","in"
"1747559989210964291","Wed Jan 17 10:02:24 +0000 2024","BahasBus","@26Ceicei @PT_Transjakarta Nah, iya, kak. Kirain mah penyesuaian rute bakalan start Bekasinya dari terminal juga :(","0","0","in"
"1747536628950958188","Wed Jan 17 08:29:34 +0000 2024","checkpoint1945","@PT_Transjakarta ANDA ENAK AJA YA BIKIN PENYESUAIAN RUTE...GA KASIHAN ORG BKS TUH MSTI BAYAR 2X????? KNP RUTE2 BGN PAKE BUS LOWDECK??????? BIKIN KEBIJAKAN KOQ GA PAKE OTAK YAAA....","0","0","in"
"1746419793073180966","Sun Jan 14 06:31:40 +0000 2024","idtodaycoid","Optimalkan Mobilitas Kota, Transjakarta Segera Penyesuaian Rute Baru Mulai 15 Januari 2024! https://t.co/uKPO24mEvA","0","0","in"
"1745603404020453653","Fri Jan 12 00:27:37 +0000 2024","VHanivah","@PT_Transjakarta min, apa bnr per 8 februari akan ada penyesuaian rute yg dari bekasi timur?","0","0","in"
"1745231586520604980","Wed Jan 10 23:50:09 +0000 2024","ginaris","Appreciation post untuk @PT_Transjakarta yg udah bikin penyesuaian rute D11 jadi Depok-Cawang Sentral. Ga perlu ikut muter2in BKN lagi. Jarak antar kedatangan bis juga cepet, penumpang sering kebagian tempat duduk. Terima kasih Min!","0","0","in"
"1743950332621922433","Sun Jan 07 10:58:54 +0000 2024","sleepycafein","@PT_Transjakarta @PT_Transjakarta saya sudah tunggu brp lama tp blm ada yg lewat ya min, apakah ada penyesuaian rute terkait banjir? https://t.co/yOUoZfeWOw","0","0","in"
"1742845843454251278","Thu Jan 04 09:50:04 +0000 2024","antaranews","TransJakarta melakukan penyesuaian tiga rute layanan, yakni Blok M-Kota (Koridor 1), Kalideres-Kalibesar Barat (3H) dan Pantai Maju-Balaikota (1A) akibat adanya sebagian jalan rusak di sekitar Olimo, Jakarta Barat. https://t.co/B2U0wU1jpn","0","0","in"
"1742791914611777598","Thu Jan 04 06:15:46 +0000 2024","PasangMata","Jalan amblas terjadi di kawasan Olimo mengarah ke Jalan Gajah Mada, Jakarta Barat. Akibat jalan amblas ini, PT Transportasi Jakarta (TransJakarta) melakukan penyesuaian terhadap tiga layanan, alihkan rute di 3 jalur  #pasangmata #lalulintas #jalanamblas  https://t.co/erHmGjGhI0 https://t.co/Y019YZRe9P","2","0","in"
"1742782939518431470","Thu Jan 04 05:40:06 +0000 2024","tempodotco","Transjakarta Berlakukan Penyesuaian 3 Rute Bus Imbas Jalan Ambles di Kawasan Olimo Jakbar https://t.co/evxBLBkm0Y #TempoMetro","1","0","in"
