"id","created_at","username","text","retweets","likes","lang"
"1879316612245074043","Tue Jan 14 23:56:11 +0000 2025","AdhiWeecak","@PT_Transjakarta Terima kasih.","0","0","in"
"1879315836298780766","Tue Jan 14 23:53:06 +0000 2025","fauzanfadhil","selamat pagi admin @PT_Transjakarta 4E itu sebenarnya jak lingko mikrotrans yang gratis atau pengumpan dengan tarif normal IDR 3500?","0","0","in"
"1879315792543862864","Tue Jan 14 23:52:55 +0000 2025","khansanrn","@PT_Transjakarta halo min, kalo mau naik tj dari senayan ke bsd bisa ga?","0","0","in"
"1879313721518100699","Tue Jan 14 23:44:41 +0000 2025","pooh_168","@PT_Transjakarta Sudah 2 hari pintu masuk halte sunter karya rusak gak bisa di pakai, belum ada tindakan penanganan dari pihak terkait, mohon perhatiannya. https://t.co/cEKFUYSQef","0","0","in"
"1879313591209521399","Tue Jan 14 23:44:10 +0000 2025","psypsy88888","@PT_Transjakarta Baru bales min pukul 06.43 bisa diem slama 5mnt, koridor 3 di halte awal kalideres","0","0","in"
"1879313106037612550","Tue Jan 14 23:42:15 +0000 2025","tiramischuuuu","@PT_Transjakarta @TheMarc__ kak, kalau dari SMPN 190 ke Cengkareng Bussines Center Jalan Atang Sanjaya bisa ga?","0","0","in"
"1879311911722053901","Tue Jan 14 23:37:30 +0000 2025","ritana_a","@PT_Transjakarta Pagi min. Jak 51 hari beroperasional kah? Udah 20 menit nggu tapi ke dan dari Budi Luhur ga ada yang lewat","0","0","in"
"1879311667252846864","Tue Jan 14 23:36:32 +0000 2025","dipsydib","@PT_Transjakarta basi kak dari desember jg klean ngomong gini gak dibales2 dm aku jugawkwkwk","0","0","in"
"1879309943662407987","Tue Jan 14 23:29:41 +0000 2025","AdhiWeecak","@PT_Transjakarta pagi Min, Bus MYS-18121 Pagi ini jalan koridor 3F di dalam Bus tercium aroma durian.","0","0","in"
"1879309092264763867","Tue Jan 14 23:26:18 +0000 2025","jstleetae","@PT_Transjakarta min Tije 9D arah Tanah Abang ke Pasar Minggu tolong diperbanyak dong, kisaran jam 5 saya ga dapet naik soalnya bener' penuh sampe jam 7 an","0","0","in"
"1879307543237029947","Tue Jan 14 23:20:08 +0000 2025","Lica_Secret","@PT_Transjakarta Bukannya berhenti sementara ya?. Atau gak beroperasi lagi","0","0","in"
"1879305016080814336","Tue Jan 14 23:10:06 +0000 2025","hourslikem1nute","@oh_ndree @FOODFESS2 Abis liat vt ini kecewa banget sama si tije, pantes gampang banget kefermentasi🥲","0","1","in"
"1879304238658101730","Tue Jan 14 23:07:00 +0000 2025","juada_malabero","@jaan_indonesia halo Jaan. Ada anjing terluka dan terbaring di kolong jembatan dekat halte Transjakarta Simpang Kuningan. Mohon bantuan. https://t.co/5lsQNhHo9n","0","0","in"
"1879303610410106890","Tue Jan 14 23:04:31 +0000 2025","SiestaHikari","Pagi. Mau tanya, kalo mau ke Millenium Hotel Sirih Jakarta naik TransJakarta, dari halte Kebon Jeruk gimana ya? @PT_Transjakarta","0","0","in"
"1879302259227721771","Tue Jan 14 22:59:09 +0000 2025","watermelIion","Allah kenapa sih busway jam segini banyak banget yang lewat tapi tidak melayani pnp semua sebel banget😭😭😭😭😭😭😭😭😭","0","0","in"
"1879300077581418776","Tue Jan 14 22:50:28 +0000 2025","sushirough","dari bus stop selapa ke mrt blok m kalo naik tj gimana min @PT_Transjakarta","0","0","in"
"1879296294528930288","Tue Jan 14 22:35:26 +0000 2025","211Tije","@namuchuae Boleh Kak, tapi Namjoon pulangnya tetap ke rumah aku ya 🥰😋","0","0","in"
"1879295626439209344","Tue Jan 14 22:32:47 +0000 2025","angga_anggoi","@apcalypseaffsx akuuu wkwkwkwk","0","0","in"
"1879294066875359624","Tue Jan 14 22:26:35 +0000 2025","adindadadaw","@PT_Transjakarta Kalo ke RS tzu Chi pik sama aja min?","0","0","in"
"1879288957890179283","Tue Jan 14 22:06:17 +0000 2025","adindadadaw","@PT_Transjakarta halo min izin bertanya kalo ke pik 2 saya naik dr halte mana yaa? Kemana? Apa bisa dr halte cikoko stasiun cawang?","0","0","in"
"1879282252879966479","Tue Jan 14 21:39:39 +0000 2025","alfaqiryons","@Mata_Netizen62 Jalur busway","0","0","in"
"1879279322051367186","Tue Jan 14 21:28:00 +0000 2025","trias_amira","@matchakaz @PT_Transjakarta Jauh amat sampe ke Monas, mending naik Kor 7 ke Cawang BNN terus naek 4K ke Kejaksaan Agung..😀😀😀","0","0","in"
"1879261185071354324","Tue Jan 14 20:15:56 +0000 2025","HikariLicht21","Min @PT_Transjakarta info apakah ada bis koridor 2 yang sedang jalan sekarang?😀 posisi di juanda, lagi nunggu bisnya","0","0","in"
"1879248224491544628","Tue Jan 14 19:24:26 +0000 2025","jagerbombbbbb","@Juli83215905 @Jateng_Twit Saya korban separator busway, kalaupun dicat, kena debu setiap hari akhirnya ngga keliatan juga. Paling aman dikasih rambu tinggi reflector ga sih?","0","0","in"
"1879233002510909475","Tue Jan 14 18:23:56 +0000 2025","faaaaafaaay","@aripr_ @tanyarlfes Dihongkong jg aku bawa koper bahkan naik busway aja boleh bw2 koper kok emg bus nya itu gede sih disana napa disini norak2 bgt yaaa sedihhh deh ah","0","1","in"
"1879229634161889531","Tue Jan 14 18:10:33 +0000 2025","zoozazizu","halo min @PT_Transjakarta kalau dari halte pinang ranti mau ke mall summarecon bekasi, rutenya gimana min? trimakasii","0","0","in"
"1879227796368834627","Tue Jan 14 18:03:15 +0000 2025","wepe20_","@Mata_Netizen62 Kalo segini mungkin lewat jalur transjakarta.","0","0","in"
"1879223745552023662","Tue Jan 14 17:47:09 +0000 2025","KEIT0GE","@PT_Transjakarta kalau saya dari tamini mau ke galeri nasional naik apa aja ya berarti?","0","0","in"
"1879221023050199516","Tue Jan 14 17:36:20 +0000 2025","211Tije","@uarmyxtar Sering post atau jbjb soal Namjoon 😊 Seperti kita mengagumi orang yang sama","0","0","in"
"1879219654356504712","Tue Jan 14 17:30:54 +0000 2025","mendunggbro","pernah ga ya dia mikir kalo perjalanan gue kerja tuh 2 jam berangkat 2 jam pulang dan jarang dapet duduk di busway?? makanya tiap balik kerja gue udh capek. tapi apa?? malah dikatain semenjak kerja gamau ngapa2in krn ngerasa udh ngasih uang?","0","0","in"
"1879217541102670334","Tue Jan 14 17:22:30 +0000 2025","KiaDesuu","Nggak lupa Maher pake tas cowok yg selempang dada, kartu top up KRL/busway gantung di tempat ikat pinggang celananya, trus pake earphone.","0","0","in"
"1879217497414795585","Tue Jan 14 17:22:20 +0000 2025","bateraihidup","@PT_Transjakarta @BinaMargaDKI Mohon maaf min, jika kurang jelas. Di post sebelumnya saya sampaikan ""dari Halte Bendungan Hilir ke Halte Semanggi""  Tolong dapat difollow up demi kenyamanan bersama. Thanks","0","0","in"
"1879216544007508439","Tue Jan 14 17:18:32 +0000 2025","emeroonshampo","@txtdrjkt Ke halte transjakarta bundaran hi, klo mau yg sepi ke m.h thamrin","0","0","in"
"1879215161405575181","Tue Jan 14 17:13:03 +0000 2025","eyinsites","@convobase naik krl aja, cek tempat magangnya deket sm krl apa.. kl ada busway tj lanjut pake tj","0","0","in"
"1879215055419658289","Tue Jan 14 17:12:37 +0000 2025","WY2699","pdhl itu kami mesen menu promo gt aku kira bakal disinisin....bahkan pas kami mau mesen abgnya RAMAH GT NGMGNYAA GA JUTEKK HUHUHUHU mknya ak seneng hr ini ak bertemu banyak org ramah....PAS DI BUSWAY JG GITU....kami dipanggilin pas bus kami dtg kek HUEEEEE TERHARU....","0","1","in"
"1879214421974913204","Tue Jan 14 17:10:06 +0000 2025","KEIT0GE","@PT_Transjakarta lalu alternatif untuk yg turun di senayan bank dki bagaimana ya?","0","0","in"
"1879212503030485215","Tue Jan 14 17:02:29 +0000 2025","busway10h","boong guys gw mau jambak rambut aja rasanya","0","0","in"
"1879212499226251597","Tue Jan 14 17:02:28 +0000 2025","busway10h","life so far, not so good but yaudahlah ya mau gimana lagi namanya idup kadang di atas kadang digidaw https://t.co/zBn8QGNyYD","0","0","in"
"1879211316038275488","Tue Jan 14 16:57:46 +0000 2025","ChivuDarre16870","Halte Transjakarta Bendungan Hilir (Benhil) yang udah di revitalisasi Halte ini melayani rute: 1 BLOK M- KOTA Di halte Bendungan Hilir bisa transit via JPO ke halte SEMANGGI yang memiliki koridor utama yaitu koridor 9 (Pinang Ranti-Pluit) https://t.co/kLgOtiLtT5","0","2","in"
"1879210209874505782","Tue Jan 14 16:53:22 +0000 2025","hi_imaaa","yang sebenernya pengen banget main ke gramed setiap kali busway berhenti di halte tegalan 🥹","0","0","in"
"1879206518987579410","Tue Jan 14 16:38:42 +0000 2025","ChivuDarre16870","Bus Transjakarta Koridor 8(Lebak Bulus-Pasar Baru) menggunakan bus single hino damri. Pas jaman Transjakarta mau tambain kekurangan bus pake armada ini https://t.co/h7gDSElj87","0","2","in"
"1879205603916329380","Tue Jan 14 16:35:04 +0000 2025","ChivuDarre16870","Kondisi di dalem bus listrik. Ac dingin banget, bangku empuk, kondisi ga terlalu rame. Bus transjakarta Koridor 14 (JIS-Senen) menggunakan bus listrik kode operator SJM, yang mirip sama MYS21 https://t.co/kCdZBCDeJx","0","2","in"
"1879204974749696502","Tue Jan 14 16:32:34 +0000 2025","ChivuDarre16870","Sangat langka, rute transjakarta koridor 3 (Kalideres-Monas) menggunakan bus swakelola transjakarta vintage biru gelap.  Captured location: Halte Jembatan Baru (3-05) https://t.co/l8E3gfeX4G","0","2","in"
"1879204807350911470","Tue Jan 14 16:31:54 +0000 2025","aditya_megan","@PT_Transjakarta min koridor 13 CBD Ciledug - Tegal Parang kapan lagi mulai beroperasi?","0","0","in"
"1879203592261059066","Tue Jan 14 16:27:04 +0000 2025","lilbujank","@PT_Transjakarta min kalau mau ke kylau common space dari halte palem semi naik apa ya?","0","1","in"
"1879201983326003437","Tue Jan 14 16:20:41 +0000 2025","changguchann","Lagi di masa masa terendahkuu lalu dia datang cheered fanletkuu wkwkwk lagi mau berangkat kerja yang pertama ampe di busway bengong banget kayak  ngawang 🤣 truss yang kedua  baru banget pulang gereja liat notif weverse nangis sesegukan seperti orgil😅 https://t.co/VeybvOJC27","0","0","in"
"1879201329626968169","Tue Jan 14 16:18:05 +0000 2025","211Tije","@namugurl_ Jadi ayang gw bunga sama kaktus? https://t.co/YEyWniOOWD","0","1","in"
"1879200682169000434","Tue Jan 14 16:15:31 +0000 2025","yellowsunflows","Berarti ade gue kuliahnya di luar negeri via busway 😂👏🏻","0","0","in"
"1879200210334961773","Tue Jan 14 16:13:38 +0000 2025","wholelover","@PT_Transjakarta MAKASIH BANYAK MIN","0","0","in"
"1879200105854808130","Tue Jan 14 16:13:13 +0000 2025","211Tije","@thv_saa4 Ya ampun 😢 Sabar ya Caa. Semoga ada jalan terbaik","0","0","in"
"1879192420581322847","Tue Jan 14 15:42:41 +0000 2025","GinisialY","Kalo ke lippo mall nusantara dari blok m naik busway kudu gimana ya ?","0","1","in"
"1879192015759655388","Tue Jan 14 15:41:04 +0000 2025","mengemiI","@vampiae naik krl turun di sudirman, busway turun di tosari","0","0","in"
"1879191216849555838","Tue Jan 14 15:37:54 +0000 2025","choosyeu","@PT_Transjakarta Ini posisinya deket gedung gojek nya min","0","0","in"
"1879190279397482925","Tue Jan 14 15:34:10 +0000 2025","wholelover","@PT_Transjakarta Kalo naik dari halte cikoko ke halte kemanggisan ada rutenya ga min?","0","0","in"
"1879189559898202323","Tue Jan 14 15:31:19 +0000 2025","TosManda","@JohnAarivEd @Jateng_Twit Lah di jakarta aja sering separator busway ditabrak. Karena apa? Karena posisi pemasangan yang ASAL-ASALAN.","0","1","in"
"1879188888998326390","Tue Jan 14 15:28:39 +0000 2025","AbidArridlwan","@llrffd @Arvasagraha nrabas busway jebul ono polisi, yowes diangkat wae motore timbang ketilang","0","0","in"
"1879188156383392214","Tue Jan 14 15:25:44 +0000 2025","papihsugarfree","@akukamuwumbo busway sepi","0","0","in"
"1879186794492932420","Tue Jan 14 15:20:20 +0000 2025","rdesieka","@435Raindra Terima kasih infonya 🙏  Jadi naiknya gak di halte busway biasa kan ya?","0","0","in"
"1879186668957450422","Tue Jan 14 15:19:50 +0000 2025","choosyeu","Min mau tanya, untuk jam operasional terminal blok m tuh sbnrnya sampe jam brp ya, ini td baru jam 22:10 an udah ditutup. Padahal waktu itu saya jam segitu juga masih di buka. Mohon dibantu, tq @PT_Transjakarta https://t.co/GhGTQAmWun","0","0","in"
"1879184453081460769","Tue Jan 14 15:11:01 +0000 2025","wastemytimeee","@PT_Transjakarta Koridor ini beroperasi sampai jam brp?","0","0","in"
"1879184039405666607","Tue Jan 14 15:09:23 +0000 2025","211Tije","@thv_saa4 Caa kena berapa? Ya Allah, semangat ya Caa. Semoga bisa selesai dengan baik secepatnya. Aamiin","0","0","in"
"1879184001723924529","Tue Jan 14 15:09:14 +0000 2025","AzrielGlorious","@PT_Transjakarta tidak ada laka lantas tapi harus lebih aware lagi bang/kak","0","0","in"
"1879183853207863446","Tue Jan 14 15:08:38 +0000 2025","AzrielGlorious","di didik lagi drivernya, posisi running text bus nya pengisian bahan bakar, semoga next bisa diperbaiki lagi untuk para drivernya🙏🏽 @PT_Transjakarta","0","0","in"
"1879183562265837804","Tue Jan 14 15:07:29 +0000 2025","AzrielGlorious","14 Januari 2025 21:59 Flyover Pancoran Transjakarta TK377 Nomor plat B7150XXX (Tidak terbaca karena tidak jelas), motong jalur truk kecepatan 30-40km/H truknya rem sampe berenti karena di potong jalur driver TJ membahayakan @PT_Transjakarta, cek CCTV bus","0","0","in"
"1879182787611435298","Tue Jan 14 15:04:24 +0000 2025","wholelover","@PT_Transjakarta berati sekali naik ya, langsung turun di slipi kemanggisan??? https://t.co/1D6n21RQrk","0","0","in"
"1879182518081266173","Tue Jan 14 15:03:20 +0000 2025","211Tije","Envy setengah mati lihat TL 😭😭😭 Hoooopppeeee https://t.co/v9jJ1HaKpi","0","0","in"
"1879182185925902807","Tue Jan 14 15:02:01 +0000 2025","BuswayFansC","@Hahkossong Kalau itu dulunya milik APMnya Scania yakni United Tractors  Jadi dulu cuma buat Prototipe saja dan gak pernah jalan TJ sama sekali https://t.co/JX8wR3xMT4","0","0","in"
"1879180441976185214","Tue Jan 14 14:55:05 +0000 2025","GelasTakar","@hanmula Transjakarta lah","0","0","in"
"1879179974118359373","Tue Jan 14 14:53:13 +0000 2025","de_signid","@tanyakanrl Kalau masih bingung, bolehh bangett reply tweet ini or DM kami yaaw 🙂 👌🏻  Btw busway, Yang mau nanya tentang laptop atau mau berkeluh-kesah soal teknologi,  bisa reply atau DM aku yaaaw","0","1","in"
"1879179538003103837","Tue Jan 14 14:51:29 +0000 2025","OIOIIXVI","@Mata_Netizen62 Jalur busway","0","0","in"
"1879178844047028561","Tue Jan 14 14:48:44 +0000 2025","de_signid","@tanyarlfes Btw busway,  Yang mau nanya tentang laptop atau mau berkeluh-kesah soal teknologi,  bisa reply atau DM aku yaaaw","0","1","in"
"1879178792159363376","Tue Jan 14 14:48:32 +0000 2025","inumakina19","halo min, mau nanya dong adakah rute dari gas alam depok ke kapuk lebih tepatnya xanh depot kapuk? @PT_Transjakarta","0","0","in"
"1879178335600976070","Tue Jan 14 14:46:43 +0000 2025","inumakina19","@PT_Transjakarta halo min mau tanya dong, adakah rute dari gas alam depok ke kapuk kamal lebih tepatnya ke xanh depot kapuk?","0","0","in"
"1879177705444507883","Tue Jan 14 14:44:13 +0000 2025","211Tije","Luv, sohib 14 tahun sama soulmate kamu udah solo world tour. Kamu kapan?  Ga sempat ya? Kamu konser di rumahku aja deh. Depan rumah ada lapangan basket, nanti aku bikinin tenda, sambil aku jualan cilok. Mau kan, Luv? 🥰  https://t.co/B4JeWZSAL6","2","19","in"
"1879177684200444021","Tue Jan 14 14:44:08 +0000 2025","Zalivinglife23","Last wiken sendiri jalan ke Astha, baru belanja ke Grand Lucky naik busway 4C, luv bgt sama busway 4C! ✨️💌 https://t.co/4tVow4z0ws","0","0","in"
"1879177018182688923","Tue Jan 14 14:41:29 +0000 2025","kakaktetangga","oke aku angkat transjakarta yeah??? https://t.co/Dk1kPjQBiI","0","1","in"
"1879176874867503611","Tue Jan 14 14:40:55 +0000 2025","bliepo","kangen keliling naek busway sendirian malem malem, muter muter krl-an tapi balik ke titik awal lagi","0","0","in"
"1879176569375355100","Tue Jan 14 14:39:42 +0000 2025","Gwentjhanaa","TiJe rute 8 kenapa panas sihh","0","0","in"
"1879176543416754373","Tue Jan 14 14:39:36 +0000 2025","desssynurul","@PT_Transjakarta Ini beneran di edukasi ga ? Udah berkali kalo nih edukasi TEROSSS jawabannya. BESOK gini lagi.","0","0","in"
"1879176403385745837","Tue Jan 14 14:39:02 +0000 2025","eatenrottens","@vartonoir Karena naik busway?","0","0","in"
"1879174842391662974","Tue Jan 14 14:32:50 +0000 2025","sprinkleoflve","@_soulsally @PT_Transjakarta iya kan sa asliiiii!","0","0","in"
"1879174758874673619","Tue Jan 14 14:32:30 +0000 2025","dliyaulhaqqii","@nesanes99 @dilangitygbiruy @Denmas5759 Jalur busway,","0","0","in"
"1879174660161773914","Tue Jan 14 14:32:07 +0000 2025","natisheree","@PT_Transjakarta min koridor 9c diatas jam 10 ada gaa? aku mau ke pinang ranti😔","0","0","in"
"1879174590867570728","Tue Jan 14 14:31:50 +0000 2025","Yoongimin339","@vantaegugii Jadi inget yoongi, antara mau beli makan atau pulang naik busway 😭","0","0","in"
