"id","created_at","username","full_text","retweets","likes","lang"
"1782559405776818622","Mon Apr 22 23:57:35 +0000 2024","afsheen_15","@PT_Transjakarta Kalau BENAR2 rute 9 n 9C niat d PISAH itu spt rute 9N, penumpang SANGAT sdkt tapi pintu PALING NYAMAN. Sama dgn pintu F khusus Pluit n tdk bercampur dgn penumpang rute 9C. Tapi MISI nya tiap busway jalan HARUS PENUH. MAKANYA ORG MALAS NAIK TRANSPORTASI UMUM Krn d buat TDK NYAMAN","0","0","in"
"1782558245749755947","Mon Apr 22 23:52:58 +0000 2024","Rsynaaaaa","@Adiitoo Makasih banyak Mas Aditoo infonya, sangat membantu. Any chance Mas tau gak ya kalau naik busway dari arah Gatot Subroto?","0","0","in"
"1782558203164909933","Mon Apr 22 23:52:48 +0000 2024","afsheen_15","Min @PT_Transjakarta d pinangranti busway rute 9C DMR-0707 SALAH pintu berhenti d rute 9 😡😡 spt nya MISI spy busway awal brngkt kelihatan PENUH, BKN memberikan KENYAMANAN makanya pintu 9C penumpang tetap d gabung sama rute 9. #percumakomplain","0","0","in"
"1782557409942425925","Mon Apr 22 23:49:39 +0000 2024","diagus_sugianto","@txtbpn Berharap segera ad trayek angkot yg bagus, dan ad transportasi seperti transjakarta","0","0","in"
"1782556046403453285","Mon Apr 22 23:44:14 +0000 2024","RafifFadhlurra4","@Berryberrymuch1 @PT_Transjakarta Sebenarnya dulu ada wacana 7C mau dihapus saat awal LRT beroperasi namun rencana tersebut dibatalkan oleh pihak TJ","0","0","in"
"1782555261665968552","Mon Apr 22 23:41:07 +0000 2024","ddnanul","Friendly Transport bagi mereka yang sedang cedera. Tak sengaja bertemu di bus dengan cedera yang sama 😁 thanks @PT_Transjakarta https://t.co/SaVOyE8ZBK","0","0","in"
"1782555031923024275","Mon Apr 22 23:40:12 +0000 2024","23peacepeaches","@PT_Transjakarta Min pagi ini koridor 2 atau 7f udah bisa dari cempaka baru ke monas? Makasih","0","0","in"
"1782554402408268013","Mon Apr 22 23:37:42 +0000 2024","saskurahima","@PT_Transjakarta Baik kak, terimakasih banyak untuk informasinya🙏🏽😊","0","0","in"
"1782553652752003384","Mon Apr 22 23:34:43 +0000 2024","Taeathena_","@PT_Transjakarta halo?? @PT_Transjakarta bagaimana ya min??","0","0","in"
"1782553567859286421","Mon Apr 22 23:34:23 +0000 2024","tristigalvi","min halte yg deket dr Jl. KH.Hasyim Ashari No.50 jkt pusat apa ya @PT_Transjakarta","0","0","in"
"1782550350723215698","Mon Apr 22 23:21:36 +0000 2024","ajeng_dama","@RafifFadhlurra4 @PT_Transjakarta Waa nice info thanks. Pdhal transjakartanya belum jawab. Hahaha. Terima kasih.","0","0","in"
"1782548050130681995","Mon Apr 22 23:12:27 +0000 2024","lovvterrk","Selama gw naik busway baru kali ini ditanya orang random ""kamu bawa minum segitu? HABIS?"" 😭😭☝🏻 https://t.co/ezkb7ulcDL","0","0","in"
"1782546627972198650","Mon Apr 22 23:06:48 +0000 2024","Berryberrymuch1","@RafifFadhlurra4 @PT_Transjakarta siapa yg mau cepet2, saya cuma mau barisan Cibubur di BKN, di kasih petugas biar org2 yg pura2 mau buru2 di pinggir luar antrian pas  udh buru2 mau masuk bis, eh malah mundur gajadi naik trs masuk barisan paling depan, sebel bgt, kan kalo ada petugas udh pasti ditegur🥱","0","0","in"
"1782542208908071084","Mon Apr 22 22:49:15 +0000 2024","camilliarosalia","Hari demo masih ada atau gak ya di monas? @PT_Transjakarta","0","0","in"
"1782542115270234571","Mon Apr 22 22:48:52 +0000 2024","camilliarosalia","Admin, halte monas udh kembali normal belom? @PT_Transjakarta","0","0","in"
"1782539815722053746","Mon Apr 22 22:39:44 +0000 2024","211Tije","Namjoon's impact to the world. Walaupun masih under review, tapi tetap bangga. Semoga cepat official dan nanti bisa masuk ke KBBI 😊  #방탄소년단RM #RM #김남준 #Namjoon #BTSRM","0","0","in"
"1782523966088937923","Mon Apr 22 21:36:45 +0000 2024","RafifFadhlurra4","@chocoloping @PT_Transjakarta Silahkan naik Koridor 13 jurusan Tegal Mampang turun di CSW lalu naik 6M jurusan Stasiun Manggarai turun di Komdak","0","0","in"
"1782523817845506174","Mon Apr 22 21:36:10 +0000 2024","RafifFadhlurra4","@YupisOo_ @PT_Transjakarta Silahkan naik 6H jurusan Lebak Bulus turun di Lebak Bulus lalu naik Koridor 8 jurusan Pasar Baru turun di Pondok Pinang","0","0","in"
"1782523603571097785","Mon Apr 22 21:35:19 +0000 2024","RafifFadhlurra4","@guuixian @PT_Transjakarta Pilihan 3: Naik JAK.52 jurusan Muara Angke turun di Terminal Muara Angke lalu naik JAK.120 jurusan Jakarta International Stadium turun di Jl Convair lalu naik JAK.60 jurusan Kelapa Gading turun di Sunter Boulevard Barat","0","0","in"
"1782523397563662700","Mon Apr 22 21:34:30 +0000 2024","RafifFadhlurra4","@guuixian @PT_Transjakarta Pilihan 2: Naik 3F jurusan Gelora Bung Karno turun di Rawa Buaya lalu naik 2A jurusan Pulo Gadung turun di Perintis Kemerdekaan lalu naik JAK.76 jurusan Jl Industri Raya turun di Ruko Boulevard Barat Raya","0","0","in"
"1782523153832710619","Mon Apr 22 21:33:32 +0000 2024","RafifFadhlurra4","@guuixian @PT_Transjakarta Pilihan 1: Naik Koridor 3 jurusan Monumen Nasional turun di Monumen Nasional lalu naik Koridor 1 jurusan Kota turun di Kota lalu naik Koridor 12 jurusan Tanjung Priok turun di Sunter Boulevard Barat","0","0","in"
"1782522950069174518","Mon Apr 22 21:32:43 +0000 2024","RafifFadhlurra4","@tempelatee @PT_Transjakarta Silahkan naik Koridor 3 jurusan Monumen Nasional turun di Monumen Nasional lalu naik 1A jurusan Pantai Maju turun di Pantjoran PIK","0","0","in"
"1782522424950702362","Mon Apr 22 21:30:38 +0000 2024","RafifFadhlurra4","@saskurahima @PT_Transjakarta Pilihan 3: Naik 9A jurusan Grogol Reformasi turun di Kemanggisan lalu naik 9E jurusan Jelambar","0","0","in"
